"AirTemperature","Pressure","Humidity","WaterTemperature","WindSpeed"
24.6,1013.6,83.6,26.84,42.552
24.8,1013.6,83.2,26.84,40.896
24.4,1013.4,82.3,26.84,41.832
24.5,1013.4,82,26.84,40.752
24.8,1013.4,83.2,26.84,39.636
24.5,1013.4,82.2,26.87,38.844
24.4,1013.3,81.3,26.87,40.896
24.5,1013.2,83.9,26.87,38.7
24.6,1013.2,82.7,26.87,38.556
24.6,1013.1,83.4,26.88,38.484
24.5,1013.1,81.7,26.87,38.592
24.3,1013.2,84.1,26.87,38.592
24.3,1013,84.9,26.87,39.384
24.1,1013,84.1,26.87,41.364
24,1012.8,85.5,26.87,42.48
24.2,1012.9,85,26.9,39.96
24.1,1012.9,83.8,26.89,38.736
24.1,1012.8,84.9,26.88,39.672
24.3,1012.7,83.1,26.89,39.24
24.4,1012.6,83.4,26.89,37.116
24.4,1012.5,82.5,26.9,37.584
24.4,1012.5,82.2,26.9,36.72
24.4,1012.4,81.8,26.9,36.864
24.1,1012.4,87,26.9,38.34
23.9,1012.4,86,26.89,37.548
23.9,1012.4,83.9,26.89,36.432
23.9,1012.3,87.5,26.87,40.176
24.1,1012.3,86.5,26.87,36.864
24.1,1012.3,88.1,26.87,38.556
23.3,1012.4,88.9,26.9,39.384
23.4,1012.4,88.4,26.9,38.772
23.4,1012.5,88.9,26.9,38.052
23.4,1012.5,87.8,26.9,38.556
23.5,1012.6,88.9,26.9,39.744
23.3,1012.6,88.4,26.9,40.392
23.1,1012.6,89.1,26.87,38.988
23.7,1012.6,88.3,26.87,37.548
23.7,1012.6,84,26.87,39.708
23.3,1012.8,87.6,26.85,40.788
22.8,1012.9,89.9,26.84,40.248
23,1012.9,90.7,26.84,36.396
23.3,1012.9,91.2,26.84,38.376
23.4,1013,86.1,26.84,38.412
23.5,1013,90,26.84,38.916
23.6,1013.2,88.4,26.84,38.592
23.4,1013.2,86.5,26.84,38.916
23.6,1013.3,84.4,26.83,36.648
23.6,1013.4,86.3,26.82,38.196
23.4,1013.4,88.2,26.81,32.184
23.9,1013.5,82.3,26.81,35.532
23.7,1013.5,86,26.8,38.448
23.9,1013.6,86.4,26.8,37.656
23.7,1013.7,85.8,26.8,37.8
24,1013.7,84.8,26.82,37.728
23.9,1013.8,85.6,26.82,38.7
24.2,1013.8,87.4,26.82,37.872
23.8,1013.9,87.1,26.83,39.708
23.7,1014,83.7,26.83,36.756
23.8,1014.1,84,26.83,37.332
24,1014.2,82.9,26.82,36.684
23.5,1014.3,87.1,26.81,38.34
23.4,1014.1,89.7,26.81,35.892
23.5,1014.1,85.3,26.8,37.188
23.6,1014.1,87.3,26.8,36.576
23.9,1014,85.3,26.84,34.848
24.1,1013.9,85.4,26.84,36.36
24,1013.9,83.3,26.84,36.864
23.9,1013.8,84,26.84,37.656
23.7,1013.8,86.2,26.87,38.088
23.7,1013.7,86.9,26.85,36.9
23.7,1013.6,86.7,26.84,36.468
23.5,1013.6,86.9,26.84,34.776
23.7,1013.4,88.9,26.84,35.316
23.7,1013.3,87.4,26.84,36.288
23.7,1013.1,84,26.84,36.576
24,1013,84.1,26.84,35.496
24,1012.8,84.7,26.87,35.532
24.2,1012.5,81.9,26.87,36.18
24,1012.4,84.4,26.88,36.252
24.3,1012.3,82.3,26.91,35.568
24.1,1012.2,84.8,26.91,37.008
24.3,1012.2,82.3,26.9,35.748
24.3,1011.9,82.3,26.91,35.964
24.2,1011.8,82,26.91,34.2
24.4,1011.6,84.6,26.91,33.84
24.1,1011.5,84.6,26.94,33.732
24.2,1011.5,86.6,26.94,32.904
24.2,1011.3,84.6,26.94,33.336
24,1011.2,85.9,26.94,34.956
23.9,1011.2,88.7,26.96,32.76
23.7,1011.2,88.2,26.97,34.236
23.7,1011.1,86.3,26.97,32.616
23.4,1011.1,87.3,26.97,35.244
23.8,1011,89.9,26.97,33.372
23.6,1010.9,88.3,26.97,34.524
23.8,1011,89.7,26.98,32.436
23.6,1010.9,88.5,26.97,33.336
24,1010.9,86.4,26.97,32.652
24,1011,86.3,26.97,34.236
23.7,1011.1,88.1,26.95,35.28
24.1,1011,89.5,26.96,32.976
23.9,1010.9,86.4,26.95,32.004
23.9,1011.1,88.4,26.95,31.572
23.9,1011.1,89.5,26.94,32.364
23.1,1011.2,91.5,26.94,31.572
23.2,1011.2,94,26.94,30.024
23.5,1011.3,88.5,26.94,30.384
23.4,1011.2,89.8,26.92,30.672
23.7,1011.3,86,26.9,30.096
24.1,1011.3,84.7,26.91,32.292
24.3,1011.3,84.2,26.9,31.572
24.5,1011.4,80.3,26.88,33.264
24.6,1011.4,80.9,26.87,33.768
24.6,1011.5,80.5,26.87,34.74
24.9,1011.6,79.2,26.88,33.084
24.8,1011.8,77.8,26.9,33.48
24.6,1011.9,80.7,26.91,33.336
24.7,1012,78.8,26.88,33.804
24.8,1012.1,78.5,26.87,32.976
25,1012.2,78.4,26.84,33.192
24.8,1012.2,79.3,26.82,31.788
25,1012.3,77.6,26.81,32.76
25.1,1012.3,75.9,26.78,32.364
25.2,1012.4,77.9,26.74,31.608
25.1,1012.5,78.1,26.74,32.976
25.1,1012.7,78.4,26.75,32.976
25,1012.8,78.9,26.74,33.3
25.1,1012.8,78.3,26.74,33.912
25,1012.8,78.5,26.75,33.264
25,1012.9,78.3,26.74,32.688
25.1,1013,79.7,26.71,32.184
25.1,1013.1,79.1,26.71,33.516
25,1013.1,80.6,26.71,32.652
24.9,1013.1,77.7,26.74,34.884
25,1013,79.8,26.74,35.604
25,1013,79,26.74,34.632
24.9,1013,77.8,26.74,34.74
24.9,1013,79.5,26.75,35.064
25,1013,80.7,26.74,35.1
24.8,1012.9,78.9,26.73,34.956
24.9,1012.8,81.5,26.71,33.624
24.2,1013,84.4,26.72,36.792
24.2,1013,82.5,26.71,34.128
24,1013,84.8,26.68,33.408
23.1,1013,85.7,26.67,38.556
23.6,1013,86.7,26.67,33.372
23.9,1012.8,85.8,26.67,31.968
24.3,1012.8,82.1,26.69,32.832
24.4,1012.7,80.1,26.71,33.408
22.9,1012.8,89.3,26.71,39.492
23.1,1012.7,86.7,26.71,31.248
23.6,1012.6,86.3,26.74,35.46
23.9,1012.6,85.9,26.74,35.136
23.8,1012.5,84.3,26.74,33.192
24,1012.6,82.9,26.74,33.984
24,1012.4,82.6,26.74,33.768
23.7,1012.4,80.6,26.74,34.632
24.1,1012.4,80.8,26.74,37.476
23.4,1012.4,87.3,26.74,40.212
22.9,1012.4,90,26.75,37.692
22.8,1012.3,91.4,26.74,38.16
22.5,1012.2,90.1,26.77,39.6
22.6,1012.1,89.9,26.77,37.98
22.7,1012,89.9,26.77,38.556
22.7,1011.9,89.6,26.77,37.908
22.6,1012,89.6,26.77,39.636
22.9,1011.8,89.3,26.77,36.684
23.3,1011.6,85.1,26.78,35.712
23.8,1011.6,78.7,26.79,39.42
24,1011.6,82.3,26.8,39.24
23.9,1011.6,78.4,26.8,39.276
23.2,1011.6,80.7,26.78,38.988
23.4,1011.5,82,26.77,36.324
23.7,1011.5,82.7,26.77,37.296
23.8,1011.5,78.2,26.77,38.916
23.7,1011.5,81.5,26.77,39.888
23.9,1011.5,78.6,26.77,36.792
23.6,1011.5,79.3,26.77,36.072
23.7,1011.5,79.1,26.77,37.116
23.8,1011.5,78.4,26.77,37.224
23.6,1011.5,80.4,26.77,38.376
23.6,1011.5,79.7,26.77,38.52
23.8,1011.6,78.7,26.77,38.34
23.6,1011.6,76.1,26.77,38.448
23.8,1011.8,76.8,26.77,38.952
23.8,1011.9,79.4,26.77,37.476
23.7,1012.2,78,26.77,38.34
23.9,1012.2,80,26.77,35.496
23.7,1012.2,77.5,26.77,34.956
23.8,1012.2,78.6,26.75,34.992
23.7,1012.3,78.6,26.76,33.48
23.8,1012.4,78,26.77,34.776
23.7,1012.5,76.3,26.77,34.56
23.7,1012.6,76.8,26.76,33.948
23.6,1012.8,76.3,26.77,35.208
23.8,1013,76.5,26.77,35.064
23.6,1012.8,79.4,26.77,35.352
23.5,1013,75.8,26.78,33.804
23.7,1012.9,75.5,26.78,33.084
23.3,1013.1,78.3,26.75,35.928
23.2,1013.2,77.9,26.75,34.704
23.4,1013.2,80.2,26.76,33.804
23.4,1013.2,79.4,26.75,33.372
23.4,1013.2,82.1,26.73,33.84
23.4,1013.2,79.4,26.75,33.3
23.4,1013.3,78.5,26.75,33.66
23.3,1013.4,78.4,26.75,32.544
23.3,1013.5,78.7,26.78,31.284
23.4,1013.4,77.4,26.74,29.844
23.5,1013.4,78.7,26.75,30.816
23.6,1013.4,79.5,26.78,31.896
23.5,1013.3,79.6,26.74,33.084
23.5,1013.2,78.7,26.73,31.824
23.5,1013,75.9,26.71,27.4716
23.6,1012.9,77.7,26.73,27.6444
23.5,1012.8,75.4,26.75,28.98
23.5,1012.8,78.8,26.75,30.312
23.6,1012.6,78.6,26.75,29.232
23.4,1012.4,79.3,26.77,29.376
23.3,1012.2,78,26.78,29.052
23.4,1012.2,79.9,26.78,29.592
23.5,1012,81.9,26.78,30.096
23.5,1012,81.7,26.78,32.22
23.4,1011.9,81.2,26.78,31.284
23.4,1011.8,80.5,26.78,31.392
23.5,1011.6,80.8,26.81,31.572
23.5,1011.5,83.2,26.82,31.824
23.4,1011.3,82.2,26.81,31.464
23.3,1011.2,81.1,26.81,31.356
23.2,1011.2,81.9,26.81,31.14
23.4,1011.1,81.2,26.81,30.06
23.4,1011.1,82.4,26.8,29.88
23.3,1011.1,81.6,26.78,29.124
23.3,1011,82.1,26.78,28.7172
23.1,1010.8,85.3,26.78,27.6192
23.5,1010.7,86.9,26.81,26.5536
23.4,1010.6,84.2,26.81,28.656
23.3,1010.6,85.1,26.79,29.88
23.5,1010.6,83.9,26.79,28.5876
23.7,1010.7,85.8,26.78,30.816
23.7,1010.7,84.6,26.78,31.248
23.8,1010.6,83.8,26.79,29.988
23.8,1010.5,84.4,26.81,28.1556
23.9,1010.5,86,26.81,28.6164
24.1,1010.5,82.8,26.78,31.572
24.4,1010.5,80.4,26.78,31.104
24.6,1010.5,80.5,26.78,30.312
24.5,1010.4,80.1,26.77,31.284
24.5,1010.5,83,26.75,30.528
24.4,1010.6,82,26.74,31.032
24.5,1010.6,81.7,26.75,30.744
24.6,1010.7,82.5,26.75,33.408
24.5,1010.9,85.4,26.75,32.544
24.6,1011,82.5,26.75,28.908
24.4,1011.1,81.9,26.75,33.336
24.5,1011.3,81.6,26.75,32.94
24.6,1011.3,82.7,26.75,34.344
24.7,1011.5,82,26.72,34.848
24.6,1011.6,81.6,26.65,35.208
24.7,1011.7,80.6,26.65,35.46
24.6,1011.8,79.8,26.65,36.756
24.9,1011.9,80.6,26.62,36.432
24.7,1011.9,81.6,26.62,36.18
24.9,1012.1,77.6,26.61,37.728
24.9,1012.3,76.9,26.64,35.892
24.8,1012.3,76.9,26.65,37.404
24.8,1012.3,78.3,26.6,36.216
25.1,1012.3,78.1,26.58,35.856
24.8,1012.5,78.7,26.51,36.432
24.9,1012.8,76.8,26.49,33.804
24.9,1012.9,79.3,26.49,34.488
24.7,1012.9,76.9,26.48,35.46
24.8,1012.8,79.3,26.48,34.272
24.9,1012.8,79.6,26.49,33.516
24.9,1013,78.8,26.49,34.164
24.9,1013,79.2,26.46,32.508
24.8,1013.1,79.3,26.48,35.352
24.9,1013.1,79.9,26.49,35.676
24.9,1013.3,79.9,26.49,35.136
25,1013.2,78.1,26.49,35.1
25,1013.2,77.1,26.49,35.82
25,1013.2,80,26.46,34.884
25.1,1013.1,79,26.46,35.424
25,1013.1,77.9,26.45,34.812
25.1,1013.1,77.4,26.45,33.696
25.1,1013,76.2,26.44,33.156
25.1,1013,75.9,26.43,31.968
25.1,1013,76.3,26.42,31.14
25.1,1012.8,75.6,26.42,33.012
25.1,1012.7,77.3,26.43,32.364
25.1,1012.7,80.6,26.43,34.092
24.9,1012.5,79.6,26.43,34.74
24.9,1012.4,77.6,26.39,34.056
25,1012.3,76.5,26.39,34.632
25,1012.3,74.5,26.39,34.236
25.2,1012.2,78.7,26.35,33.876
25.1,1012.2,76,26.36,33.012
25.1,1012.1,76.4,26.32,33.084
25,1012,77,26.32,32.004
25,1012.1,78.3,26.31,31.644
25,1012.1,78.3,26.31,32.256
24.8,1012,77.2,26.31,31.86
24.9,1012,77.3,26.31,31.968
24.9,1011.9,79.5,26.32,31.896
24.9,1011.9,78.6,26.32,32.724
24.9,1011.9,79.9,26.32,33.984
24.8,1011.8,78.3,26.31,32.976
24.8,1011.7,77.6,26.31,33.228
24.9,1011.6,78.9,26.31,33.12
25,1011.6,80.4,26.31,33.012
24.8,1011.5,78.5,26.33,33.912
24.8,1011.5,79.4,26.35,32.544
24.9,1011.5,80.3,26.36,31.716
24.8,1011.7,77.6,26.36,31.968
24.9,1011.8,79.5,26.36,32.436
24.9,1011.7,79.3,26.37,31.968
24.8,1011.6,79.4,26.39,32.328
24.8,1011.6,78.9,26.39,32.58
24.8,1011.6,81.4,26.39,30.996
24.8,1011.6,78.7,26.39,32.436
24.7,1011.6,79.9,26.39,32.076
24.9,1011.8,78.5,26.39,31.212
24.8,1011.9,77.7,26.42,32.472
24.9,1011.9,79.7,26.42,30.132
25,1012,78.3,26.42,30.996
24.9,1012,79.3,26.42,32.112
24.7,1011.9,78.4,26.42,32.4
24.9,1012.1,79.1,26.42,32.652
24.9,1012.3,77.7,26.42,33.264
24.6,1012.3,78.2,26.42,35.064
24.7,1012.4,78.8,26.42,35.028
25,1012.6,81.1,26.43,34.38
24.8,1012.7,82.1,26.43,34.164
24.6,1012.8,79.7,26.42,32.616
24.4,1013,80.6,26.41,33.192
24.4,1013,80.7,26.39,33.624
24.3,1013.2,81.6,26.39,32.976
24.3,1013.3,81.9,26.39,32.868
24.4,1013.4,81.9,26.39,31.716
24.3,1013.4,82.5,26.39,31.932
24.5,1013.5,82,26.39,31.716
24.6,1013.7,83.1,26.39,30.636
24.8,1013.7,82.3,26.42,29.988
24.6,1013.8,83.9,26.43,31.86
24.9,1013.9,81.6,26.46,30.852
24.6,1014,82.3,26.45,32.256
24.5,1014.1,85,26.45,31.932
24.6,1014.3,84.7,26.47,31.14
24.4,1014.3,85,26.49,31.824
24.4,1014.3,85.4,26.49,30.564
24.5,1014.3,83.3,26.52,27.5544
24.7,1014.3,83.8,26.52,28.692
24.4,1014.3,84,26.49,32.472
24.4,1014.1,84.4,26.48,32.976
24.5,1014.1,83.1,26.51,31.068
24.8,1014.1,82.4,26.52,28.98
25,1014,81.7,26.51,29.412
25,1014,83,26.52,30.996
24.9,1013.7,85.6,26.52,28.5012
24.9,1013.6,83.4,26.55,29.52
25,1013.4,82.7,26.58,28.674
25,1013.5,82.8,26.59,27.2952
24.8,1013.4,82.2,26.57,32.004
24.9,1013.4,81.8,26.59,30.564
24.9,1013.4,81.5,26.59,29.52
24.9,1013.3,81.6,26.55,28.98
24.9,1013.1,81.4,26.53,29.7
24.9,1013.1,82.7,26.52,29.592
24.8,1013,81.4,26.53,30.888
24.6,1013,82.4,26.52,31.608
24.8,1012.8,81.8,26.53,30.204
24.9,1012.8,83.1,26.53,29.988
24.2,1012.7,86.1,26.49,31.824
24.5,1012.4,85.9,26.49,29.952
24.8,1012.4,83.2,26.53,30.528
24.8,1012.5,83.2,26.53,31.104
24.4,1012.4,85.5,26.49,33.228
24.6,1012.5,82.7,26.49,30.276
24.6,1012.3,82.1,26.49,32.148
24.5,1012.3,83.1,26.48,31.104
24.3,1012.4,83.6,26.5,29.16
24.4,1012.3,84.4,26.52,30.24
24.5,1012,83.8,26.51,29.304
24.4,1012,84.6,26.51,27.4788
24.5,1011.9,86.3,26.51,27.0036
24.5,1011.8,83.6,26.52,30.564
24.8,1011.8,84.3,26.52,32.616
24.6,1011.8,83.6,26.52,35.604
24.7,1011.9,83.2,26.5,34.236
24.9,1011.8,81.1,26.49,34.74
25,1012,81.7,26.49,36.396
24.9,1012,80,26.49,37.152
25.1,1012.2,80,26.48,35.388
25,1012.2,78.9,26.49,33.912
25.1,1012.3,79.5,26.49,33.012
24.9,1012.4,79.2,26.49,33.552
24.9,1012.7,78.9,26.49,32.904
24.9,1012.8,78.1,26.49,34.704
25,1013.1,77.8,26.49,32.04
25.1,1013,80.4,26.49,32.904
25,1013.2,78.4,26.49,32.976
24.9,1013.1,78.3,26.49,34.128
25,1013.2,77.4,26.49,33.3
25.1,1013.2,79,26.46,33.228
25,1013.3,77.6,26.45,31.32
25,1013.4,78.6,26.46,30.96
25,1013.5,78.8,26.46,31.392
25,1013.6,78.9,26.46,32.004
25,1013.7,79.3,26.44,30.816
25.1,1013.8,78.9,26.43,28.908
24.9,1013.9,77.2,26.42,29.448
24.9,1014.1,78.2,26.41,29.268
25.1,1014.2,81.4,26.39,27.72
25.1,1014.1,78.8,26.39,26.7192
25.1,1014.2,78.4,26.39,27.4716
25.3,1014.2,77,26.39,27.7956
25.4,1014,79.2,26.38,28.1196
25.2,1014.1,75.2,26.36,30.024
25.1,1014.1,78,26.36,29.628
25,1014.1,76.4,26.36,29.412
25.1,1014.1,78.4,26.36,30.096
24.9,1014.2,78.5,26.36,29.448
25.1,1014.2,79.8,26.36,28.3968
24.9,1014.1,78.7,26.36,29.016
25,1014.1,80.2,26.36,27.8136
24.9,1014.1,78.3,26.39,28.224
24.9,1014.1,78.9,26.39,29.628
24.9,1014.2,77.9,26.4,28.2744
25,1014.2,77.5,26.4,28.206
24.9,1014.2,78,26.39,27.0396
25,1014.1,79.4,26.4,26.55
24.9,1014,78.6,26.39,27.5904
25,1014,77.6,26.39,27.6012
24.9,1014.1,78.2,26.39,27.6156
24.8,1013.9,77.4,26.39,28.6308
25.1,1013.9,78.6,26.39,27.4464
24.9,1014,77.6,26.39,28.5408
25,1013.9,76.2,26.36,29.196
25,1013.8,77.1,26.33,28.6092
24.9,1013.7,76.8,26.33,28.71
24.9,1013.7,78,26.33,29.268
25,1013.6,77,26.32,28.908
25,1013.5,77,26.31,29.088
25,1013.4,77,26.31,29.304
25,1013.3,75.6,26.32,27.9468
24.9,1013.3,75.8,26.33,28.4724
25.1,1013.2,77.7,26.33,27.4644
24.9,1013.1,74.6,26.33,27.936
24.9,1013.1,76.1,26.3,27.2772
24.9,1012.9,74.8,26.28,29.376
24.8,1012.8,74.4,26.28,27.9972
25,1012.8,75.7,26.26,28.0152
25.1,1012.6,76.2,26.23,27.8784
25,1012.4,74.8,26.23,29.556
24.9,1012.4,76.4,26.22,28.7784
24.9,1012.4,75.3,26.21,29.808
25,1012.4,77.1,26.2,31.032
24.8,1012.5,72.5,26.2,31.068
25,1012.4,74.2,26.2,30.204
24.9,1012.4,74,26.23,31.752
25,1012.4,73.9,26.23,30.852
24.9,1012.4,73.9,26.23,32.076
24.9,1012.5,76.4,26.23,32.58
24.8,1012.4,74.2,26.23,33.12
25,1012.4,75.6,26.23,31.536
24.8,1012.4,74.6,26.23,32.94
24.8,1012.6,74.3,26.23,30.816
24.7,1012.6,74.4,26.23,28.3752
24.7,1012.6,75.8,26.23,28.44
24.6,1012.6,74.3,26.26,29.988
24.8,1012.8,74.6,26.27,28.008
24.7,1012.6,76.8,26.28,28.1088
24.6,1012.7,76.3,26.29,29.196
24.7,1012.8,75.7,26.29,28.728
24.6,1013,75,26.29,28.206
24.6,1013.1,72.4,26.3,28.836
24.7,1013.2,74.3,26.31,28.4148
24.8,1013.4,75.4,26.29,28.7208
24.7,1013.4,77.1,26.31,28.908
24.5,1013.6,74.2,26.33,29.232
24.5,1013.7,74.7,26.33,29.304
24.8,1013.7,77.3,26.31,28.7928
24.5,1013.7,73.9,26.32,30.096
24.6,1013.7,73.8,26.32,29.916
24.6,1013.8,72.4,26.33,29.7
24.7,1013.9,73.3,26.34,28.98
24.7,1013.9,77.7,26.32,29.412
24.5,1014,73.6,26.29,30.24
24.6,1014.1,74.1,26.29,28.836
24.8,1014.2,76.8,26.3,29.376
24.4,1014.3,73,26.3,31.068
24.7,1014.3,72.5,26.31,30.204
24.5,1014.4,77.5,26.32,30.6
24.4,1014.4,76.2,26.33,31.068
24.5,1014.4,74.4,26.36,31.752
24.6,1014.5,76.1,26.39,30.168
24.5,1014.4,78.6,26.39,28.4616
24.6,1014.4,75.1,26.39,27.7956
24.4,1014.4,73.9,26.42,28.4004
24.4,1014.3,74,26.44,27.2088
24.4,1014.2,75.2,26.46,27.6624
24.3,1014,72.9,26.46,27.0072
24.3,1014,73.4,26.46,26.7372
24.2,1013.9,74.8,26.46,26.0064
24.2,1013.8,74.2,26.46,26.1684
24.2,1013.8,74.4,26.44,25.1532
24.4,1013.7,75.3,26.46,24.7176
24.1,1013.7,75,26.46,24.7068
24.1,1013.6,72.8,26.47,24.4692
24.1,1013.4,74,26.49,24.4224
24.2,1013.4,74.3,26.49,23.7708
24.1,1013.4,79.1,26.49,24.6312
24,1013.4,80.1,26.49,26.7876
23.8,1013.2,79.9,26.46,28.0656
23.8,1013.1,77.7,26.46,26.7696
23.7,1013,77,26.46,24.5376
23.7,1012.8,75.9,26.46,25.3332
23.7,1012.6,77,26.48,24.1992
23.7,1012.5,76,26.49,24.9588
23.7,1012.4,75.5,26.49,24.426
23.7,1012.3,75.5,26.49,25.272
23.7,1012.2,74.5,26.49,25.2576
23.8,1012.1,75,26.48,24.3972
23.8,1011.9,75.9,26.46,25.4664
23.9,1011.8,80.9,26.45,24.7896
23.8,1011.9,76.1,26.46,23.7564
23.9,1011.9,78.9,26.46,20.8584
23.9,1011.9,76.8,26.46,19.4832
23.9,1011.9,77.3,26.46,20.142
23.8,1012,76,26.46,20.9016
23.9,1011.9,76.2,26.46,21.0132
23.8,1012,75.7,26.46,19.6704
23.9,1012,77.6,26.45,19.8396
23.9,1012,74.2,26.43,20.1888
23.9,1012.1,75,26.42,20.3544
23.8,1012.1,74.3,26.41,20.7828
23.9,1012.1,73.1,26.4,22.3488
23.9,1012.2,72.2,26.39,23.2668
24,1012.3,71.9,26.39,21.7584
24,1012.5,70.9,26.39,21.8772
24,1012.6,71.6,26.39,21.8952
24.1,1012.7,70.9,26.39,22.8924
24.3,1012.8,72.8,26.36,22.8312
24.2,1012.9,68.3,26.35,21.5604
24.2,1013,68.1,26.34,20.4048
24.4,1013.2,68.7,26.35,22.2732
24.4,1013.2,72.1,26.34,21.9528
24.4,1013.4,69.6,26.34,22.0968
24.4,1013.4,69.5,26.34,22.6908
24.4,1013.3,70.8,26.35,23.0724
24.5,1013.3,72.3,26.35,24.066
24.4,1013.4,72,26.35,24.0732
24.4,1013.5,70.1,26.36,25.596
24.5,1013.7,71.7,26.36,26.4672
24.5,1014,70.9,26.41,25.74
24.4,1014.1,69.9,26.43,23.9616
24.5,1014.3,69.3,26.42,23.1732
24.6,1014.4,67.1,26.42,22.716
24.5,1014.4,68.4,26.42,22.05
24.6,1014.4,68.2,26.42,22.8924
24.7,1014.6,72.2,26.42,22.1724
24.7,1014.7,69.6,26.42,20.5956
24.6,1014.7,69.5,26.42,23.0328
24.6,1014.7,71.4,26.42,24.1632
24.7,1014.5,71.6,26.42,26.55
24.6,1014.5,72.7,26.43,28.4256
24.4,1014.5,72.5,26.43,30.132
24.5,1014.3,76.5,26.42,30.996
24.4,1014.4,74.2,26.42,31.5
24.5,1014.1,74.8,26.43,31.716
24.5,1014,73.7,26.43,33.156
24.6,1014.5,72.5,26.42,30.888
24.6,1014.4,75.9,26.42,29.304
24.6,1014.5,74,26.42,28.7424
24.6,1014.4,72.4,26.42,29.304
24.6,1014.4,73.9,26.42,28.98
24.5,1014.1,73.3,26.42,29.556
24.7,1014.1,74.7,26.41,28.7208
24.7,1014,72.7,26.4,29.808
24.6,1014,74.5,26.4,28.278
24.7,1013.9,73.7,26.39,28.2672
24.5,1013.9,74.1,26.39,26.7948
24.6,1013.8,75,26.39,26.5536
24.6,1013.7,73.1,26.39,27.6048
24.5,1013.6,73.8,26.39,25.9812
24.5,1013.3,73.6,26.37,31.536
24.6,1013.3,74.6,26.36,29.808
24.6,1013.3,75.9,26.37,28.4436
24.7,1013.3,74.8,26.39,27.126
24.6,1013,75.2,26.39,29.664
24.6,1012.8,77.8,26.39,30.276
24.6,1012.8,75.5,26.41,30.132
24.6,1012.7,77.5,26.42,29.304
24.7,1012.6,78.3,26.42,30.204
24.6,1012.5,77.4,26.42,32.796
24.5,1012.4,78.5,26.42,31.212
24.5,1012.4,80.4,26.42,30.132
24.4,1012.4,79.3,26.42,29.052
24.4,1012.4,77.2,26.43,27.2448
24.5,1012.5,78.3,26.42,25.6212
24.4,1012.6,79.7,26.42,27.8136
24.3,1012.4,80.4,26.42,29.7
24.4,1012.3,79,26.42,28.7424
24.5,1012.2,78.9,26.42,28.5732
24.3,1012.2,78.2,26.42,29.304
24.4,1012.3,81.6,26.42,27.6372
24.3,1012.3,78.1,26.46,27.4464
24.4,1012.3,78.5,26.45,26.1324
24.3,1012.2,79.2,26.42,26.964
24.4,1012.3,80.5,26.39,25.6752
24.5,1012.2,80.1,26.39,26.8236
24.4,1012.2,79.7,26.39,25.8156
24.3,1012.2,78.9,26.42,26.3088
24.5,1012.3,81.2,26.42,26.5968
24.3,1012.3,79.3,26.43,28.872
24.4,1012.4,77.6,26.42,27.666
24.6,1012.3,79.7,26.42,27.5112
24.4,1012.4,79.9,26.43,26.5068
24.3,1012.5,79.9,26.43,26.064
24.5,1012.5,80.8,26.44,26.532
24.5,1012.8,81,26.45,26.8236
24.1,1012.8,78.9,26.46,27.1872
24.5,1013,78.8,26.46,25.4772
24.4,1013,80.7,26.46,26.172
24.5,1013.2,79.3,26.49,24.8436
24.4,1013.4,75.3,26.48,25.7184
24.7,1013.4,79.9,26.48,25.308
24.5,1013.5,77.9,26.49,27.108
24.6,1013.5,79.5,26.49,27.8172
24.5,1013.6,80.4,26.49,27.2844
24.5,1013.7,79.5,26.49,27.2448
24.5,1013.8,78.9,26.49,27.522
24.5,1014,77.3,26.49,28.548
24.6,1014.1,77.6,26.49,27.4284
24.6,1014.1,76.2,26.49,27.54
24.7,1014.1,77.1,26.49,25.6032
24.6,1014.1,80,26.49,26.9064
24.6,1014.1,77.3,26.49,26.4744
24.8,1014.1,77.6,26.48,29.232
24.8,1014,78.3,26.49,28.4904
24.7,1014,76.5,26.52,28.3824
24.7,1013.8,77.5,26.52,28.3392
24.7,1013.7,78,26.55,29.772
24.8,1013.7,77.6,26.56,30.636
24.7,1013.5,76.3,26.56,30.06
24.8,1013.4,78.1,26.59,30.096
24.8,1013.4,78.3,26.6,28.8
24.9,1013.3,79.6,26.61,27.324
24.8,1013.1,78,26.61,28.0368
24.8,1013,77.2,26.61,28.2492
24.9,1012.8,76.8,26.64,26.982
24.9,1012.7,77.3,26.66,24.7248
24.8,1012.5,76.5,26.65,26.9172
24.8,1012.4,76.9,26.59,26.5284
24.7,1012.3,78.2,26.6,25.4124
24.7,1012,78.6,26.56,26.6184
24.9,1012,79.5,26.53,26.604
24.7,1012,77.4,26.53,26.8776
24.8,1011.9,78.8,26.53,25.6752
24.7,1011.8,78.5,26.5,25.7436
24.6,1011.7,75.7,26.46,25.02
24.7,1011.6,78.5,26.44,26.6796
24.7,1011.5,79.4,26.46,28.5444
24.6,1011.3,79.9,26.46,27.1044
24.6,1011.3,78.2,26.46,27.27
24.5,1011.3,78,26.46,27.8064
24.6,1011.3,76.3,26.46,24.5412
24.8,1011.2,79.3,26.46,25.8516
24.6,1011.2,76.5,26.46,26.6724
24.7,1011.2,76.7,26.44,25.9992
24.5,1011.1,75,26.43,25.812
24.7,1011.2,80.1,26.43,26.9136
24.5,1011.1,75.6,26.43,23.6772
24.6,1011.1,78.7,26.43,24.0084
24.6,1011.2,79.8,26.43,23.7924
24.6,1011,79.5,26.44,23.346
24.6,1011.1,80.3,26.45,22.0104
24.5,1011,78.9,26.44,21.1716
